IntDstIP,IntSrcIP,totalDestinationBytes,totalDestinationPackets,totalSourcesPackets,direction,totalSourceBytes,protocolName,sourcePort,destinationPort,label
3232236402,3232236144,128,2,2,1,128,1,52707,1060,0
3232236403,3232236144,256,4,4,1,256,1,52707,2725,0
3232236403,3232236144,256,4,4,1,256,1,52707,4550,0
3232236405,3232236144,256,4,4,1,256,1,52707,6788,0
3232236289,3232236144,0,0,1,1,64,1,52707,3306,0
3232236402,3232236144,64,1,1,1,64,1,52707,61900,0
3232236405,3232236144,64,1,1,1,64,1,52707,3306,0
3232236405,3232236144,320,5,5,1,320,1,52707,1059,0
3232236405,3232236144,128,2,2,1,128,1,52707,8290,0
3232236403,3232236144,192,3,3,1,192,1,52707,2042,0
3232236403,3232236144,320,5,5,1,320,1,52707,30951,0
3232236403,3232236144,192,3,3,1,192,1,52707,5033,0
3232236405,3232236144,192,3,3,1,192,1,52707,6123,0
3232236403,3232236144,192,3,3,1,192,1,52707,6566,0
2211115860,3232236144,0,0,15,0,990,1,3801,5555,0
3232236402,3232236144,320,5,5,1,320,1,52707,1011,0
3232236405,3232236144,128,2,2,1,128,1,52707,5815,0
3232236403,3232236144,64,1,1,1,64,1,52707,60020,0
3232236402,3232236144,384,6,6,1,384,1,52707,3324,0
3232236403,3232236144,320,5,5,1,320,1,52707,9090,0
3232236402,3232236144,320,5,5,1,320,1,52707,3283,0
3232236405,3232236144,192,3,3,1,192,1,52707,8443,0
3232236405,3232236144,192,3,3,1,192,1,52707,9618,0
3232236403,3232236144,192,3,3,1,192,1,52707,1053,0
3232236405,3232236144,64,1,1,1,66,1,1939,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,30000,0
3232236403,3232236144,320,5,5,1,320,1,52707,1322,0
3232236402,3232236144,64,1,1,1,64,1,52707,2160,0
3232236402,3232236144,64,1,1,1,64,1,52707,648,0
3232236405,3232236144,320,5,5,1,320,1,52707,2179,0
3232236405,3232236144,256,4,4,1,256,1,52707,12174,0
3232236403,3232236144,320,5,5,1,320,1,52707,10082,0
3232236403,3232236144,192,3,3,1,192,1,52707,49175,0
3232236402,3232236144,192,3,3,1,192,1,52707,1244,0
3232236289,3232236144,0,0,3,1,192,1,52707,10626,0
3232236402,3232236144,576,9,9,1,576,1,52707,2047,0
3232236402,3232236144,192,3,3,1,192,1,52707,5431,0
3232236145,3232236144,64,1,1,1,66,1,1907,4444,0
3232236405,3232236144,320,5,5,1,320,1,52707,2003,0
3232236403,3232236144,192,3,3,1,192,1,52707,8193,0
3232236402,3232236144,128,2,2,1,128,1,52707,406,0
3232236403,3232236144,192,3,3,1,192,1,52707,35500,0
3232236403,3232236144,192,3,3,1,192,1,52707,668,0
3232236403,3232236144,256,4,4,1,256,1,52707,2710,0
3232236403,3232236144,320,5,5,1,320,1,52707,1108,0
3232236403,3232236144,128,2,2,1,128,1,52707,27356,0
3232236402,3232236144,256,4,4,1,256,1,52707,4998,0
3232236405,3232236144,256,4,4,1,256,1,52707,1154,0
3232236403,3232236144,192,3,3,1,192,1,52707,44501,0
3232236405,3232236144,256,4,4,1,256,1,52707,1247,0
3232236402,3232236144,256,4,4,1,256,1,52707,9618,0
3232236405,3232236144,320,5,5,1,320,1,52707,1058,0
3232236402,3232236144,256,4,4,1,256,1,52707,1533,0
3232236403,3232236144,256,4,4,1,256,1,52707,800,0
3232236145,3232236144,64,1,1,1,66,1,1906,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,10025,0
2211115860,3232236144,0,0,15,0,990,1,2025,5555,0
3232236405,3232236144,128,2,2,1,128,1,52707,3211,0
3232236403,3232236144,192,3,3,1,192,1,52707,5666,0
3232236402,3232236144,256,4,4,1,256,1,52707,3351,0
3232236289,3232236144,0,0,2,1,128,1,52707,306,0
3232236403,3232236144,256,4,4,1,256,1,52707,7920,0
3232236403,3232236144,192,3,3,1,192,1,52707,8290,0
3232236403,3232236144,128,2,2,1,128,1,52707,631,0
3232236403,3232236144,192,3,3,1,192,1,52707,366,0
3232236138,3232236144,64,1,1,1,66,1,1955,4444,0
3232236403,3232236144,128,2,2,1,128,1,52707,8031,0
3232236403,3232236144,64,1,1,1,64,1,52707,2007,0
3232236402,3232236144,192,3,3,1,192,1,52707,3390,0
3232236289,3232236144,0,0,2,1,128,1,52707,2399,0
2211115860,3232236144,0,0,15,0,990,1,1717,5555,0
3232236402,3232236144,256,4,4,1,256,1,52707,254,0
3232236403,3232236144,192,3,3,1,192,1,52707,7007,0
3232236402,3232236144,256,4,4,1,256,1,52707,7627,0
3232236405,3232236144,192,3,3,1,192,1,52707,2030,0
3232236405,3232236144,192,3,3,1,192,1,52707,9502,0
3232236403,3232236144,256,4,4,1,256,1,52707,4006,0
3232236403,3232236144,256,4,4,1,256,1,52707,2200,0
3232236405,3232236144,192,3,3,1,192,1,52707,2200,0
3232236405,3232236144,64,1,1,1,66,1,1944,4444,0
3232236403,3232236144,64,1,1,1,64,1,52707,16992,0
3232236405,3232236144,192,3,3,1,192,1,52707,2998,0
3232236402,3232236144,128,2,2,1,128,1,52707,901,0
3232236403,3232236144,256,4,4,1,256,1,52707,687,0
3232236403,3232236144,192,3,3,1,192,1,52707,667,0
3232236403,3232236144,64,1,1,1,64,1,52707,587,0
3232236145,3232236144,7501265,7465,5277,1,800584,1,1908,4444,0
3232236403,3232236144,256,4,4,1,256,1,52707,5859,0
3232236145,3232236144,64,1,1,1,66,1,1907,4444,0
3232236405,3232236144,64,1,1,1,66,1,1942,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,1089,0
3232236402,3232236144,256,4,4,1,256,1,52707,6567,0
3232236405,3232236144,128,2,2,1,128,1,52707,4125,0
3232236403,3232236144,192,3,3,1,192,1,52707,5963,0
3232236405,3232236144,128,2,2,1,128,1,52707,1057,0
3232236403,3232236144,64,1,1,1,64,1,52707,1580,0
3232236405,3232236144,256,4,4,1,256,1,52707,1039,0
3232236403,3232236144,192,3,3,1,192,1,52707,11111,0
3232236405,3232236144,256,4,4,1,256,1,52707,4279,0
3232236402,3232236144,320,5,5,1,320,1,52707,10180,0
3232236402,3232236144,256,4,4,1,256,1,52707,41511,0
3232236403,3232236144,128,2,2,1,128,1,52707,3372,0
3232236402,3232236144,320,5,5,1,320,1,52707,9001,0
3232236402,3232236144,320,5,5,1,320,1,52707,1186,0
3232236402,3232236144,256,4,4,1,256,1,52707,2099,0
3232236405,3232236144,256,4,4,1,256,1,52707,9010,0
3232236405,3232236144,320,5,5,1,320,1,52707,6789,0
3232236402,3232236144,192,3,3,1,192,1,52707,5825,0
3232236405,3232236144,128,2,2,1,128,1,52707,1085,0
3232236402,3232236144,64,1,1,1,64,1,52707,51493,0
3232236403,3232236144,256,4,4,1,256,1,52707,10003,0
3232236403,3232236144,192,3,3,1,192,1,52707,26,0
3232236405,3232236144,192,3,3,1,192,1,52707,41511,0
3232236405,3232236144,64,1,1,1,64,1,52707,7938,0
3232236405,3232236144,256,4,4,1,256,1,52707,3367,0
3232236402,3232236144,128,2,2,1,128,1,52707,4279,0
3232236402,3232236144,128,2,2,1,128,1,52707,1192,0
3232236402,3232236144,64,1,1,1,64,1,52707,3050,0
3232236403,3232236144,128,2,2,1,128,1,52707,3325,0
3232236402,3232236144,256,4,4,1,256,1,52707,1277,0
3232236405,3232236144,128,2,2,1,128,1,52707,280,0
3232236403,3232236144,320,5,5,1,320,1,52707,8333,0
3232236402,3232236144,320,5,5,1,320,1,52707,2030,0
3232236402,3232236144,256,4,4,1,256,1,52707,8087,0
3232236403,3232236144,256,4,4,1,256,1,52707,2046,0
3232236405,3232236144,256,4,4,1,256,1,52707,8031,0
3232236402,3232236144,192,3,3,1,192,1,52707,1054,0
3232236402,3232236144,128,2,2,1,128,1,52707,49161,0
2211115860,3232236144,0,0,15,0,990,1,1992,5555,0
3232236405,3232236144,128,2,2,1,128,1,52707,524,0
3232236405,3232236144,320,5,5,1,320,1,52707,49167,0
3232236405,3232236144,128,2,2,1,128,1,52707,50800,0
3232236402,3232236144,192,3,3,1,192,1,52707,5225,0
3232236405,3232236144,256,4,4,1,256,1,52707,49153,0
3232236403,3232236144,192,3,3,1,192,1,52707,1141,0
3232236403,3232236144,128,2,3,1,192,1,52707,1025,0
3232236403,3232236144,192,3,3,1,192,1,52707,5414,0
3232236403,3232236144,256,4,4,1,256,1,52707,1062,0
3232236402,3232236144,128,2,2,1,128,1,52707,5906,0
3232236403,3232236144,192,3,3,1,192,1,52707,2000,0
3232236405,3232236144,192,3,3,1,192,1,52707,7627,0
3232236405,3232236144,256,4,4,1,256,1,52707,5414,0
3232236405,3232236144,192,3,3,1,192,1,52707,1192,0
3232236402,3232236144,64,1,1,1,64,1,52707,8093,0
3232236402,3232236144,128,2,2,1,128,1,52707,5200,0
3232236405,3232236144,192,3,3,1,192,1,52707,726,0
3232236405,3232236144,192,3,3,1,192,1,52707,4899,0
3232236402,3232236144,128,2,2,1,128,1,52707,1839,0
3232236403,3232236144,320,5,5,1,320,1,52707,2557,0
3232236405,3232236144,320,5,5,1,320,1,52707,1096,0
3232236402,3232236144,256,4,4,1,256,1,52707,1687,0
3232236403,3232236144,128,2,2,1,128,1,52707,5200,0
3232236405,3232236144,320,5,5,1,320,1,52707,8333,0
3232236405,3232236144,128,2,2,1,128,1,52707,15742,0
3232236402,3232236144,256,4,4,1,256,1,52707,6566,0
3232236405,3232236144,256,4,4,1,256,1,52707,5903,0
3232236402,3232236144,192,3,3,1,192,1,52707,5054,0
3232236405,3232236144,64,1,1,1,64,1,52707,16001,0
3232236402,3232236144,128,2,2,1,128,1,52707,6156,0
3232236405,3232236144,192,3,3,1,192,1,52707,5859,0
3232236405,3232236144,64,1,1,1,66,1,1930,4444,0
3232236403,3232236144,64,1,1,1,64,1,52707,427,0
3232236403,3232236144,192,3,3,1,192,1,52707,8007,0
3232236403,3232236144,64,1,1,1,64,1,52707,1066,0
3232236402,3232236144,128,2,2,1,128,1,52707,1112,0
3232236289,3232236144,0,0,4,1,256,1,52707,3878,0
3232236403,3232236144,128,2,2,1,128,1,52707,7002,0
3232236402,3232236144,192,3,3,1,192,1,52707,6123,0
3232236402,3232236144,256,4,4,1,256,1,52707,8002,0
3232236403,3232236144,128,2,2,1,128,1,52707,1216,0
3232236402,3232236144,320,5,5,1,320,1,52707,497,0
3232236405,3232236144,256,4,4,1,256,1,52707,1090,0
3232236402,3232236144,256,4,4,1,256,1,52707,5877,0
3232236289,3232236144,0,0,4,1,256,1,52707,1105,0
3232236403,3232236144,320,5,5,1,320,1,52707,1068,0
3232236402,3232236144,192,3,3,1,192,1,52707,50001,0
3232236405,3232236144,128,2,2,1,128,1,52707,1277,0
3232236402,3232236144,256,4,4,1,256,1,52707,1131,0
3232236402,3232236144,128,2,2,1,128,1,52707,8600,0
3232236402,3232236144,64,1,1,1,64,1,52707,1039,0
3232236402,3232236144,320,5,5,1,320,1,52707,1104,0
3232236403,3232236144,192,3,3,1,192,1,52707,3013,0
3232236403,3232236144,256,4,4,1,256,1,52707,1096,0
3232236405,3232236144,128,2,2,1,128,1,52707,593,0
3232236289,3232236144,0,0,2,1,128,1,52707,1053,0
3232236403,3232236144,320,5,5,1,320,1,52707,1035,0
3232236402,3232236144,128,2,2,1,128,1,52707,16993,0
2211115860,3232236144,0,0,15,0,990,1,1548,5555,0
3232236403,3232236144,256,4,4,1,256,1,52707,2381,0
3232236402,3232236144,192,3,3,1,192,1,52707,1247,0
3232236403,3232236144,256,4,4,1,256,1,52707,2301,0
3232236403,3232236144,256,4,4,1,256,1,52707,10004,0
3232236405,3232236144,256,4,4,1,256,1,52707,1309,0
3232236402,3232236144,64,1,1,1,64,1,52707,4224,0
3232236403,3232236144,256,4,4,1,256,1,52707,8899,0
3232236402,3232236144,256,4,4,1,256,1,52707,7999,0
3232236289,3232236144,0,0,2,1,128,1,52707,3000,0
3232236405,3232236144,256,4,4,1,256,1,52707,2710,0
3232236405,3232236144,192,3,3,1,192,1,52707,1580,0
3232236403,3232236144,320,5,5,1,320,1,52707,1309,0
3232236405,3232236144,128,2,2,1,128,1,52707,541,0
3232236402,3232236144,256,4,4,1,256,1,52707,49155,0
3232236403,3232236144,128,2,2,1,128,1,52707,16993,0
3232236403,3232236144,320,5,5,1,320,1,52707,1152,0
3232236402,3232236144,192,3,3,1,192,1,52707,1076,0
3232236289,3232236144,0,0,2,1,128,1,52707,6779,0
3232236402,3232236144,128,2,2,1,128,1,52707,2393,0
3232236405,3232236144,64,1,1,1,64,1,52707,1113,0
3232236403,3232236144,128,2,2,1,128,1,52707,1095,0
3232236289,3232236144,0,0,3,1,192,1,52707,5961,0
3232236403,3232236144,320,5,5,1,320,1,52707,49153,0
3232236403,3232236144,128,2,2,1,128,1,52707,1700,0
3232236405,3232236144,256,4,4,1,256,1,52707,1124,0
3232236402,3232236144,256,4,4,1,256,1,52707,3527,0
3232236403,3232236144,256,4,4,1,256,1,52707,1974,0
3232236405,3232236144,256,4,4,1,256,1,52707,64680,0
3232236402,3232236144,128,2,2,1,128,1,52707,1010,0
3232236402,3232236144,192,3,3,1,192,1,52707,16016,0
3232236405,3232236144,192,3,3,1,192,1,52707,57797,0
3232236403,3232236144,64,1,1,1,64,1,52707,9220,0
3232236403,3232236144,128,2,2,1,128,1,52707,7741,0
3232236405,3232236144,64,1,1,1,64,1,52707,9593,0
3232236403,3232236144,64,1,1,1,66,1,1919,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,61532,0
3232236403,3232236144,256,4,4,1,256,1,52707,545,0
3232236405,3232236144,256,4,4,1,256,1,52707,1068,0
3232236402,3232236144,192,3,3,1,192,1,52707,1067,0
3232236402,3232236144,128,2,2,1,128,1,52707,1080,0
3232236405,3232236144,64,1,1,1,64,1,52707,2021,0
3232236403,3232236144,256,4,4,1,256,1,52707,52869,0
3232236403,3232236144,256,4,4,1,256,1,52707,1089,0
3232236402,3232236144,192,3,3,1,192,1,52707,9011,0
3232236405,3232236144,64,1,1,1,66,1,1940,4444,0
3232236289,3232236144,0,0,3,1,192,1,52707,8007,0
3232236402,3232236144,320,5,5,1,320,1,52707,2602,0
3232236403,3232236144,192,3,3,1,192,1,52707,8994,0
3232236403,3232236144,192,3,3,1,192,1,52707,481,0
3232236402,3232236144,256,4,4,1,256,1,52707,3268,0
3232236405,3232236144,128,2,2,1,128,1,52707,902,0
3232236402,3232236144,256,4,4,1,256,1,52707,49156,0
3232236403,3232236144,256,4,4,1,256,1,52707,3827,0
3232236405,3232236144,128,2,2,1,128,1,52707,11111,0
3232236405,3232236144,64,1,1,1,64,1,52707,1259,0
3232236403,3232236144,256,4,4,1,256,1,52707,9917,0
3232236402,3232236144,192,3,3,1,192,1,52707,4899,0
3232236405,3232236144,192,3,3,1,192,1,52707,19315,0
3232236403,3232236144,256,4,4,1,256,1,52707,2068,0
3232236403,3232236144,192,3,3,1,192,1,52707,3221,0
3232236405,3232236144,128,2,2,1,128,1,52707,16992,0
3232236405,3232236144,128,2,2,1,128,1,52707,9050,0
3232236402,3232236144,192,3,3,1,192,1,52707,1001,0
3232236402,3232236144,192,3,3,1,192,1,52707,2525,0
3232236403,3232236144,128,2,2,1,128,1,52707,1042,0
3232236403,3232236144,256,4,4,1,256,1,52707,49158,0
3232236403,3232236144,320,5,5,1,320,1,52707,4,0
3232236402,3232236144,192,3,3,1,192,1,52707,5959,0
3232236405,3232236144,192,3,3,1,192,1,52707,1076,0
3232236405,3232236144,256,4,4,1,256,1,52707,3827,0
3232236402,3232236144,256,4,4,1,256,1,52707,15002,0
3232236289,3232236144,0,0,1,1,64,1,52707,19350,0
3232236403,3232236144,128,2,2,1,128,1,52707,1076,0
3232236403,3232236144,256,4,4,1,256,1,52707,6502,0
3232236403,3232236144,256,4,4,1,256,1,52707,9110,0
3232236402,3232236144,192,3,3,1,192,1,52707,5810,0
3232236403,3232236144,320,5,5,1,320,1,52707,2179,0
3232236403,3232236144,320,5,5,1,320,1,52707,646,0
3232236402,3232236144,128,2,2,1,128,1,52707,7103,0
3232236403,3232236144,192,3,3,1,192,1,52707,3889,0
3232236402,3232236144,192,3,3,1,192,1,52707,1717,0
3232236402,3232236144,128,2,2,1,128,1,52707,4125,0
3232236138,3232236144,8214920,7182,4900,1,769086,1,1957,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,5730,0
3232236403,3232236144,64,1,1,1,66,1,1919,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,2042,0
3232236403,3232236144,256,4,4,1,256,1,52707,3168,0
3232236405,3232236144,64,1,1,1,66,1,1938,4444,0
3232236145,3232236144,64,1,1,1,66,1,1906,4444,0
3232236402,3232236144,192,3,3,1,192,1,52707,1053,0
3232236405,3232236144,128,2,2,1,128,1,52707,8099,0
3232236403,3232236144,192,3,3,1,192,1,52707,5560,0
3232236402,3232236144,128,2,2,1,128,1,52707,1164,0
3232236405,3232236144,192,3,3,1,192,1,52707,5054,0
3232236403,3232236144,128,2,2,1,128,1,52707,3050,0
3232236402,3232236144,192,3,3,1,192,1,52707,6389,0
3232236403,3232236144,1364095,2650,2548,1,620916,1,1921,4444,0
3232236403,3232236144,256,4,4,1,256,1,52707,1174,0
3232236405,3232236144,128,2,2,1,128,1,52707,1095,0
3232236402,3232236144,320,5,5,1,320,1,52707,2046,0
3232236405,3232236144,320,5,5,1,320,1,52707,1010,0
3232236402,3232236144,192,3,3,1,192,1,52707,9207,0
3232236405,3232236144,128,2,2,1,128,1,52707,2033,0
3232236405,3232236144,256,4,4,1,256,1,52707,1087,0
3232236405,3232236144,192,3,3,1,192,1,52707,10621,0
3232236403,3232236144,256,4,4,1,256,1,52707,5999,0
3232236403,3232236144,128,2,2,1,128,1,52707,50800,0
3232236402,3232236144,256,4,4,1,256,1,52707,9917,0
3232236405,3232236144,128,2,2,1,128,1,52707,1216,0
3232236403,3232236144,192,3,3,1,192,1,52707,6689,0
3232236402,3232236144,128,2,2,1,128,1,52707,10215,0
3232236405,3232236144,256,4,4,1,256,1,52707,5510,0
3232236402,3232236144,192,3,3,1,192,1,52707,1461,0
3232236403,3232236144,128,2,2,1,128,1,52707,1001,0
3232236405,3232236144,256,4,4,1,256,1,52707,5033,0
3232236403,3232236144,320,5,5,1,320,1,52707,16000,0
3232236405,3232236144,64,1,1,1,66,1,1940,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,7496,0
3232236403,3232236144,128,2,2,1,128,1,52707,52822,0
3232236405,3232236144,256,4,4,1,256,1,52707,15660,0
3232236405,3232236144,320,5,5,1,320,1,52707,301,0
3232236405,3232236144,192,3,3,1,192,1,52707,52822,0
3232236405,3232236144,320,5,5,1,320,1,52707,687,0
3232236405,3232236144,128,2,2,1,128,1,52707,2399,0
3232235877,3232236144,64,1,1,1,66,1,1968,4444,0
3232236403,3232236144,256,4,4,1,256,1,52707,5550,0
3232236403,3232236144,256,4,4,1,256,1,52707,5510,0
3232236405,3232236144,64,1,1,1,64,1,52707,2106,0
3232236405,3232236144,320,5,5,1,320,1,52707,4,0
3232236405,3232236144,64,1,1,1,64,1,52707,1078,0
3232236403,3232236144,256,4,4,1,256,1,52707,9535,0
3232236405,3232236144,256,4,4,1,256,1,52707,1165,0
3232236405,3232236144,64,1,1,1,66,1,1938,4444,0
3232236403,3232236144,256,4,4,1,256,1,52707,5214,0
3232236405,3232236144,256,4,4,1,256,1,52707,3333,0
3232236405,3232236144,192,3,3,1,192,1,52707,3945,0
3232236402,3232236144,320,5,5,1,320,1,52707,555,0
3232236402,3232236144,320,5,5,1,320,1,52707,9943,0
3232236403,3232236144,256,4,4,1,256,1,52707,7937,0
3232236403,3232236144,64,1,1,1,64,1,52707,2383,0
3232236403,3232236144,192,3,3,1,192,1,52707,65000,0
3232236405,3232236144,128,2,2,1,128,1,52707,2144,0
3232236405,3232236144,192,3,3,1,192,1,52707,1036,0
3232236289,3232236144,0,0,1,1,64,1,52707,587,0
3232236403,3232236144,192,3,3,1,192,1,52707,6156,0
3232236405,3232236144,64,1,1,1,66,1,1943,4444,0
3232236405,3232236144,192,3,3,1,192,1,52707,4005,0
3232236405,3232236144,256,4,4,1,256,1,52707,16113,0
3232236405,3232236144,320,5,5,1,320,1,52707,6566,0
3232236405,3232236144,64,1,1,1,64,1,52707,8651,0
3232236405,3232236144,192,3,3,1,192,1,52707,1062,0
3232236403,3232236144,192,3,3,1,192,1,52707,5730,0
3232236402,3232236144,64,1,1,1,64,1,52707,9500,0
3232236402,3232236144,256,4,4,1,256,1,52707,19101,0
3232236402,3232236144,128,2,2,1,128,1,52707,9290,0
3232236405,3232236144,256,4,4,1,256,1,52707,1328,0
3232236405,3232236144,64,1,1,1,66,1,1940,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,50006,0
3232236403,3232236144,320,5,5,1,320,1,52707,8010,0
3232236402,3232236144,384,6,6,1,384,1,52707,65000,0
3232236403,3232236144,192,3,3,1,192,1,52707,1031,0
3232236403,3232236144,64,1,1,1,64,1,52707,2121,0
3232236402,3232236144,128,2,2,1,128,1,52707,20221,0
3232236403,3232236144,192,3,3,1,192,1,52707,9500,0
3232236403,3232236144,320,5,5,1,320,1,52707,9594,0
3232236402,3232236144,256,4,4,1,256,1,52707,3001,0
3232236402,3232236144,256,4,4,1,256,1,52707,10001,0
3232236403,3232236144,256,4,4,1,256,1,52707,4899,0
3232236402,3232236144,128,2,2,1,128,1,52707,9220,0
3232236403,3232236144,192,3,3,1,192,1,52707,5911,0
3232236289,3232236144,0,0,2,1,128,1,52707,9003,0
3232236405,3232236144,192,3,3,1,192,1,52707,5963,0
3232236402,3232236144,320,5,5,1,320,1,52707,4126,0
3232236403,3232236144,256,4,4,1,256,1,52707,4321,0
3232236403,3232236144,192,3,3,1,192,1,52707,1301,0
3232236403,3232236144,256,4,4,1,256,1,52707,1583,0
3232236403,3232236144,64,1,1,1,64,1,52707,1169,0
3232236402,3232236144,64,1,1,1,64,1,52707,20828,0
2211115860,3232236144,0,0,15,0,990,1,3967,5555,0
3232236289,3232236144,0,0,3,1,192,1,52707,4445,0
3232236402,3232236144,192,3,3,1,192,1,52707,1999,0
3232236405,3232236144,128,2,2,1,128,1,52707,2393,0
3232236289,3232236144,0,0,3,1,192,1,52707,7676,0
3232236403,3232236144,192,3,3,1,192,1,52707,5102,0
3232236405,3232236144,192,3,3,1,192,1,52707,1186,0
3232236403,3232236144,192,3,3,1,192,1,52707,417,0
3232236405,3232236144,256,4,4,1,256,1,52707,1174,0
3232236405,3232236144,128,2,2,1,128,1,52707,2007,0
3232236402,3232236144,256,4,4,1,256,1,52707,3828,0
3232236405,3232236144,64,1,1,1,66,1,1939,4444,0
3232236405,3232236144,320,5,5,1,320,1,52707,2557,0
3232236402,3232236144,64,1,1,1,64,1,52707,1947,0
3232236403,3232236144,320,5,5,1,320,1,52707,12174,0
3232236402,3232236144,256,4,4,1,256,1,52707,10616,0
3232236138,3232236144,64,1,1,1,66,1,1955,4444,0
3232236405,3232236144,320,5,5,1,320,1,52707,2725,0
3232236402,3232236144,256,4,4,1,256,1,52707,5961,0
3232236405,3232236144,128,2,2,1,128,1,52707,5730,0
3232235877,3232236144,64,1,1,1,66,1,1968,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,27355,0
3232236405,3232236144,192,3,3,1,192,1,52707,5902,0
3232236402,3232236144,192,3,3,1,192,1,52707,5987,0
3232236405,3232236144,256,4,4,1,256,1,52707,49159,0
3232236289,3232236144,0,0,1,1,64,1,52707,1087,0
3232236405,3232236144,128,2,2,1,128,1,52707,5987,0
3232236402,3232236144,128,2,2,1,128,1,52707,1213,0
3232236289,3232236144,0,0,4,1,256,1,52707,2000,0
3232236405,3232236144,128,2,2,1,128,1,52707,6156,0
3232235877,3232236144,64,1,1,1,66,1,1967,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,9415,0
3232236402,3232236144,64,1,1,1,64,1,52707,1300,0
3232236405,3232236144,128,2,2,1,128,1,52707,1026,0
3232236405,3232236144,128,2,2,1,128,1,52707,10629,0
3232236403,3232236144,128,2,2,1,128,1,52707,15660,0
3232236405,3232236144,256,4,4,1,256,1,52707,6,0
3232236405,3232236144,64,1,1,1,64,1,52707,2121,0
3232236403,3232236144,192,3,3,1,192,1,52707,3914,0
3232236405,3232236144,192,3,3,1,192,1,52707,9003,0
3232236405,3232236144,256,4,4,1,256,1,52707,16000,0
3232236403,3232236144,256,4,4,1,256,1,52707,2003,0
3232236403,3232236144,256,4,4,1,256,1,52707,30000,0
3232236403,3232236144,256,4,4,1,256,1,52707,3351,0
3232236403,3232236144,128,2,2,1,128,1,52707,5952,0
3232236403,3232236144,256,4,4,1,256,1,52707,902,0
3232236405,3232236144,256,4,4,1,256,1,52707,9878,0
3232236403,3232236144,256,4,4,1,256,1,52707,1236,0
3232236403,3232236144,128,2,2,1,128,1,52707,7627,0
3232236405,3232236144,320,5,5,1,320,1,52707,5102,0
3232236289,3232236144,0,0,3,1,192,1,52707,2009,0
3232236405,3232236144,192,3,3,1,192,1,52707,8089,0
3232236405,3232236144,64,1,1,1,64,1,52707,1093,0
3232236405,3232236144,192,3,3,1,192,1,52707,3546,0
3232236402,3232236144,192,3,3,1,192,1,52707,9040,0
3232236405,3232236144,128,2,2,1,128,1,52707,10004,0
3232236405,3232236144,64,1,1,1,66,1,1943,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,1043,0
2211115860,3232236144,0,0,15,0,990,1,3934,5555,0
3232236402,3232236144,256,4,4,1,256,1,52707,1126,0
3232236403,3232236144,192,3,3,1,192,1,52707,1247,0
3232236402,3232236144,256,4,4,1,256,1,52707,1032,0
3232236403,3232236144,128,2,2,1,128,1,52707,726,0
3232236405,3232236144,64,1,1,1,66,1,1942,4444,0
3232236289,3232236144,0,0,1,1,64,1,52707,2126,0
3232236405,3232236144,256,4,4,1,256,1,52707,5989,0
3232236402,3232236144,384,6,6,1,384,1,52707,7921,0
3232236403,3232236144,128,2,2,1,128,1,52707,25735,0
3232236402,3232236144,64,1,1,1,64,1,52707,22,1
3232236289,3232236144,0,0,2,1,128,1,52707,22,1
3232236922,3664544423,66,1,2,3,130,1,51693,22,1
3232236922,3664544423,2651,14,12,3,1304,1,54053,22,1
3232236922,3649853476,257,3,5,3,358,1,17316,22,1
3232236922,3365526956,257,3,5,3,358,1,46216,22,1
3232236403,3232236144,64,1,1,1,64,1,52707,22,1
3232236405,3232236144,64,1,1,1,64,1,52707,22,1
3232236922,3358489895,257,3,5,3,358,1,47487,22,1
3232236359,3232236144,0,0,418,1,26752,1,0,443,2
3232236294,3232236144,0,0,1,1,64,1,52707,443,2
3232236315,3232236144,0,0,1,1,64,1,52708,443,2
3232236313,3232236144,0,0,1,1,64,1,52708,443,2
3232236402,3232236144,64,1,1,1,64,1,52707,443,2
3232236350,3232236144,0,0,1,1,64,1,52707,443,2
3232236354,3232236144,0,0,1,1,64,1,52707,443,2
3232236332,3232236144,0,0,1,1,64,1,52707,443,2
3232236296,3232236144,0,0,1,1,64,1,52708,443,2
3232236328,3232236144,0,0,1,1,64,1,52707,443,2
3232236323,3232236144,0,0,1,1,64,1,52708,443,2
3232236310,3232236144,0,0,1,1,64,1,52708,443,2
3232236327,3232236144,0,0,1,1,64,1,52708,443,2
3232236330,3232236144,0,0,1,1,64,1,52707,443,2
3232236305,3232236144,0,0,1,1,64,1,52708,443,2
3232236353,3232236144,0,0,1,1,64,1,52707,443,2
3232236337,3232236144,0,0,1,1,64,1,52707,443,2
3232236345,3232236144,0,0,1,1,64,1,52707,443,2
3232236314,3232236144,0,0,1,1,64,1,52707,443,2
3232236313,3232236144,0,0,1,1,64,1,52707,443,2
3232236324,3232236144,0,0,1,1,64,1,52708,443,2
3232236355,3232236144,0,0,1,1,64,1,52707,443,2
